,date,frequency,happiness,timeseries
414,2020-01-13,33029563.0,6.117,/api/v1/timeseries/9/
415,2020-01-14,31705200.0,6.089,/api/v1/timeseries/9/
416,2020-01-15,31507936.0,6.095,/api/v1/timeseries/9/
417,2020-01-16,31371142.0,6.066,/api/v1/timeseries/9/
418,2020-01-17,31332670.0,6.073,/api/v1/timeseries/9/
419,2020-01-18,26328908.0,6.078,/api/v1/timeseries/9/
420,2020-01-19,26530897.0,6.064,/api/v1/timeseries/9/
421,2020-01-20,32070678.0,6.073,/api/v1/timeseries/9/
422,2020-01-21,33410846.0,6.073,/api/v1/timeseries/9/
423,2020-01-22,32212280.0,6.072,/api/v1/timeseries/9/
424,2020-01-23,32473119.0,6.085,/api/v1/timeseries/9/
425,2020-01-24,31248586.0,6.079,/api/v1/timeseries/9/
426,2020-01-25,28771315.0,6.060,/api/v1/timeseries/9/
427,2020-01-26,32209661.0,6.079,/api/v1/timeseries/9/
428,2020-01-27,33307077.0,6.081,/api/v1/timeseries/9/
429,2020-01-28,34111503.0,6.060,/api/v1/timeseries/9/
430,2020-01-29,33883464.0,6.062,/api/v1/timeseries/9/
431,2020-01-30,33921289.0,6.046,/api/v1/timeseries/9/
432,2020-01-31,30804278.0,6.067,/api/v1/timeseries/9/
433,2020-02-01,29568374.0,6.064,/api/v1/timeseries/9/
434,2020-02-02,31533339.0,6.047,/api/v1/timeseries/9/
435,2020-02-03,36282406.0,6.048,/api/v1/timeseries/9/
436,2020-02-04,37231047.0,6.038,/api/v1/timeseries/9/
437,2020-02-05,35868788.0,6.044,/api/v1/timeseries/9/
438,2020-02-06,32511012.0,6.049,/api/v1/timeseries/9/
439,2020-02-07,28955027.0,6.065,/api/v1/timeseries/9/
440,2020-02-08,28153228.0,6.052,/api/v1/timeseries/9/
441,2020-02-09,35296468.0,6.029,/api/v1/timeseries/9/
442,2020-02-10,32762889.0,6.051,/api/v1/timeseries/9/
443,2020-02-11,32920075.0,6.048,/api/v1/timeseries/9/
444,2020-02-12,34715605.0,6.045,/api/v1/timeseries/9/
445,2020-02-13,31854305.0,6.063,/api/v1/timeseries/9/
446,2020-02-14,30401164.0,6.069,/api/v1/timeseries/9/
447,2020-02-15,29231534.0,6.033,/api/v1/timeseries/9/
448,2020-02-16,31843027.0,6.055,/api/v1/timeseries/9/
449,2020-02-17,32737702.0,6.062,/api/v1/timeseries/9/
450,2020-02-18,34752276.0,6.022,/api/v1/timeseries/9/
451,2020-02-19,34404509.0,6.013,/api/v1/timeseries/9/
452,2020-02-20,33331203.0,6.050,/api/v1/timeseries/9/
453,2020-02-21,31240315.0,6.071,/api/v1/timeseries/9/
454,2020-02-22,26186088.0,6.103,/api/v1/timeseries/9/
455,2020-02-23,26365571.0,6.058,/api/v1/timeseries/9/
456,2020-02-24,30015934.0,6.048,/api/v1/timeseries/9/
457,2020-02-25,32887221.0,6.030,/api/v1/timeseries/9/
458,2020-02-26,39514301.0,6.017,/api/v1/timeseries/9/
